city,product_name,units_in_stock,quantity,discount,category_name,yearquarter,label,unit_price_winsorized,total_price_winsorized
Barquisimeto,Ikura,31,30,0.2,Seafood,1996 Q4,1,24.8,595.2
Barquisimeto,Gumbär Gummibärchen,15,16,0.0,Confections,1996 Q4,1,24.9,398.4
Barquisimeto,Camembert Pierrot,19,8,0.2,Dairy Products,1996 Q4,1,27.2,174.08
Toulouse,Guaraná Fantástica,20,10,0.05,Beverages,1996 Q4,1,5.9,38.6
Toulouse,Sasquatch Ale,111,10,0.05,Beverages,1996 Q4,0,11.2,106.39999999999999
Toulouse,Inlagd Sill,112,20,0.05,Seafood,1996 Q4,0,15.2,288.8
London,Pavlova,29,56,0.05,Confections,1996 Q4,1,13.9,739.4799999999999
London,Gorgonzola Telino,0,70,0.05,Dairy Products,1996 Q4,1,10.0,665.0
London,Camembert Pierrot,19,80,0.05,Dairy Products,1996 Q4,1,27.2,1800.0
Strasbourg,Rössle Sauerkraut,26,30,0.0,Produce,1996 Q4,1,36.4,1092.0
Strasbourg,Thüringer Rostbratwurst,0,35,0.0,Meat/Poultry,1996 Q4,1,55.0,1800.0
Strasbourg,Côte de Blaye,17,10,0.0,Beverages,1996 Q4,0,55.0,1800.0
Strasbourg,Maxilaku,10,35,0.0,Confections,1996 Q4,0,16.0,560.0
Strasbourg,Tourtière,21,28,0.0,Meat/Poultry,1996 Q4,0,5.9,165.20000000000002
Cunewalde,Chartreuse verte,69,54,0.1,Beverages,1996 Q4,1,14.4,699.84
Cunewalde,Camembert Pierrot,19,55,0.1,Dairy Products,1996 Q4,1,27.2,1346.4
Marseille,NuNuCa Nuß-Nougat-Creme,76,50,0.0,Confections,1996 Q4,1,11.2,560.0
Marseille,Manjimup Dried Apples,20,20,0.0,Produce,1996 Q4,0,42.4,848.0
Marseille,Tourtière,21,24,0.0,Meat/Poultry,1996 Q4,0,5.9,141.60000000000002
Aachen,Gorgonzola Telino,0,20,0.0,Dairy Products,1996 Q4,1,10.0,200.0
Aachen,Rhönbräu Klosterbier,125,12,0.0,Beverages,1996 Q4,0,6.2,74.4
Aachen,Lakkalikööri,57,12,0.0,Beverages,1996 Q4,1,14.4,172.8
London,Gudbrandsdalsost,26,30,0.0,Dairy Products,1996 Q4,0,28.8,864.0
London,Flotemysost,26,5,0.0,Dairy Products,1996 Q4,1,17.2,86.0
México D.F.,Queso Cabrales,22,24,0.0,Dairy Products,1996 Q4,0,16.8,403.20000000000005
Barcelona,Louisiana Fiery Hot Pepper Sauce,76,5,0.0,Condiments,1996 Q4,0,16.8,84.0
Barcelona,Original Frankfurter grüne Soße,32,5,0.0,Condiments,1996 Q4,0,10.4,52.0
Århus,Sasquatch Ale,111,36,0.0,Beverages,1996 Q4,1,11.2,403.2
Århus,Tourtière,21,18,0.0,Meat/Poultry,1996 Q4,0,5.9,106.2
Århus,Louisiana Fiery Hot Pepper Sauce,76,15,0.0,Condiments,1996 Q4,0,16.8,252.0
Århus,Original Frankfurter grüne Soße,32,7,0.0,Condiments,1996 Q4,1,10.4,72.8
Graz,Sir Rodney's Scones,3,5,0.1,Confections,1996 Q4,1,8.0,38.6
Graz,Rössle Sauerkraut,26,13,0.1,Produce,1996 Q4,0,36.4,425.88
Graz,Ravioli Angelo,36,25,0.0,Grains/Cereals,1996 Q4,1,15.6,390.0
Graz,Wimmers gute Semmelknödel,22,35,0.1,Grains/Cereals,1996 Q4,1,26.6,837.9
Lander,Thüringer Rostbratwurst,0,20,0.0,Meat/Poultry,1996 Q4,0,55.0,1800.0
Lander,Gnocchi di nonna Alice,21,18,0.25,Grains/Cereals,1996 Q4,1,30.4,410.4
Bern,Chai,39,15,0.15,Beverages,1996 Q4,1,14.4,183.6
Bern,Wimmers gute Semmelknödel,22,30,0.0,Grains/Cereals,1996 Q4,1,26.6,798.0
Bern,Longlife Tofu,4,20,0.15,Produce,1996 Q4,1,8.0,136.0
Toulouse,Inlagd Sill,112,6,0.2,Seafood,1996 Q4,1,15.2,72.96
Sao Paulo,Sir Rodney's Marmalade,40,12,0.25,Confections,1996 Q4,1,55.0,583.1999999999999
Sao Paulo,Côte de Blaye,17,40,0.25,Beverages,1996 Q4,1,55.0,1800.0
Sao Paulo,Camembert Pierrot,19,70,0.25,Dairy Products,1996 Q4,1,27.2,1428.0
Sao Paulo,Mozzarella di Giovanni,14,42,0.25,Dairy Products,1996 Q4,1,27.8,875.7
Cork,Escargots de Bourgogne,62,80,0.2,Seafood,1996 Q4,1,10.6,678.4000000000001
Cork,Flotemysost,26,50,0.2,Dairy Products,1996 Q4,1,17.2,688.0
Warszawa,Gorgonzola Telino,0,30,0.0,Dairy Products,1996 Q4,1,10.0,300.0
Warszawa,Escargots de Bourgogne,62,15,0.0,Seafood,1996 Q4,0,10.6,159.0
Elgin,Tofu,35,15,0.0,Produce,1996 Q4,1,18.6,279.0
Elgin,Tourtière,21,10,0.0,Meat/Poultry,1996 Q4,0,5.9,59.0
Montréal,Gorgonzola Telino,0,42,0.05,Dairy Products,1996 Q4,1,10.0,399.0
London,Rössle Sauerkraut,26,20,0.15,Produce,1996 Q4,1,36.4,618.8
London,Chartreuse verte,69,20,0.15,Beverages,1996 Q4,1,14.4,244.79999999999998
Bräcke,Flotemysost,26,6,0.0,Dairy Products,1996 Q4,1,17.2,103.19999999999999
Rio de Janeiro,Jack's New England Clam Chowder,85,8,0.1,Seafood,1996 Q4,1,7.7,55.440000000000005
Rio de Janeiro,Vegie-spread,24,16,0.1,Condiments,1996 Q4,1,35.1,505.44000000000005
Rio de Janeiro,Louisiana Fiery Hot Pepper Sauce,76,20,0.1,Condiments,1996 Q4,1,16.8,302.40000000000003
Cork,Nord-Ost Matjeshering,10,18,0.1,Seafood,1996 Q4,1,20.7,335.34
Cork,Perth Pasties,0,20,0.1,Meat/Poultry,1996 Q4,1,26.2,471.6
Cork,Camembert Pierrot,19,6,0.1,Dairy Products,1996 Q4,1,27.2,146.88
Cork,Outback Lager,15,30,0.0,Beverages,1996 Q4,0,12.0,360.0
Barquisimeto,Longlife Tofu,4,14,0.0,Produce,1996 Q4,0,8.0,112.0
Graz,Chef Anton's Gumbo Mix,0,32,0.0,Condiments,1996 Q4,0,17.0,544.0
Graz,Carnarvon Tigers,42,9,0.0,Seafood,1996 Q4,0,50.0,450.0
Graz,Thüringer Rostbratwurst,0,14,0.0,Meat/Poultry,1996 Q4,0,55.0,1386.0
Graz,Geitost,112,60,0.0,Dairy Products,1996 Q4,1,5.9,120.0
Graz,Longlife Tofu,4,50,0.0,Produce,1996 Q4,1,8.0,400.0
London,Konbu,24,20,0.0,Seafood,1996 Q4,0,5.9,96.0
London,Valkoinen suklaa,65,15,0.0,Confections,1996 Q4,1,13.0,195.0
London,Gnocchi di nonna Alice,21,20,0.0,Grains/Cereals,1996 Q4,0,30.4,608.0
Luleå,Sir Rodney's Marmalade,40,28,0.0,Confections,1996 Q4,0,55.0,1800.0
Luleå,Camembert Pierrot,19,15,0.0,Dairy Products,1996 Q4,0,27.2,408.0
Lander,Uncle Bob's Organic Dried Pears,15,10,0.2,Produce,1996 Q4,1,24.0,192.0
Lander,Camembert Pierrot,19,20,0.2,Dairy Products,1996 Q4,1,27.2,435.20000000000005
Lander,Scottish Longbreads,6,8,0.2,Confections,1996 Q4,1,10.0,64.0
Sao Paulo,Guaraná Fantástica,20,15,0.0,Beverages,1996 Q4,1,5.9,54.0
Sao Paulo,Sasquatch Ale,111,10,0.0,Beverages,1996 Q4,0,11.2,112.0
Stavern,Guaraná Fantástica,20,15,0.0,Beverages,1996 Q4,1,5.9,54.0
Stavern,Rössle Sauerkraut,26,6,0.0,Produce,1996 Q4,1,36.4,218.39999999999998
Stavern,Raclette Courdavault,79,12,0.0,Dairy Products,1996 Q4,0,44.0,528.0
Stavern,Flotemysost,26,15,0.0,Dairy Products,1996 Q4,1,17.2,258.0
London,Rogede sild,5,15,0.2,Seafood,1996 Q4,1,7.6,91.2
London,Filo Mix,38,20,0.2,Grains/Cereals,1996 Q4,0,5.9,89.60000000000001
London,Perth Pasties,0,40,0.0,Meat/Poultry,1996 Q4,1,26.2,1048.0
Tsawassen,Ikura,31,16,0.0,Seafood,1996 Q4,1,24.8,396.8
Tsawassen,Pâté chinois,115,15,0.0,Meat/Poultry,1996 Q4,0,19.2,288.0
Tsawassen,Tarte au sucre,17,20,0.0,Confections,1996 Q4,0,39.4,788.0
Tsawassen,Outback Lager,15,30,0.0,Beverages,1996 Q4,0,12.0,360.0
Graz,Gorgonzola Telino,0,60,0.1,Dairy Products,1996 Q4,1,10.0,540.0
Graz,Steeleye Stout,20,40,0.1,Beverages,1996 Q4,1,14.4,518.4
Graz,Spegesild,95,45,0.0,Seafood,1996 Q4,0,9.6,432.0
Graz,Mozzarella di Giovanni,14,24,0.1,Dairy Products,1996 Q4,1,27.8,600.48
Aachen,Konbu,24,18,0.0,Seafood,1996 Q4,0,5.9,86.39999999999999
Salzburg,Gudbrandsdalsost,26,50,0.0,Dairy Products,1996 Q4,0,28.8,1440.0
Boise,Chang,17,25,0.25,Beverages,1996 Q4,1,15.2,285.0
Boise,Tofu,35,42,0.25,Produce,1996 Q4,1,18.6,585.9000000000001
Boise,NuNuCa Nuß-Nougat-Creme,76,7,0.25,Confections,1996 Q4,1,11.2,58.8
Boise,Gumbär Gummibärchen,15,70,0.25,Confections,1996 Q4,1,24.9,1307.25
Boise,Gorgonzola Telino,0,32,0.0,Dairy Products,1996 Q4,0,10.0,320.0
Elgin,Konbu,24,10,0.0,Seafood,1996 Q4,0,5.9,48.0
Elgin,Tarte au sucre,17,10,0.0,Confections,1996 Q4,1,39.4,394.0
San Cristóbal,Spegesild,95,28,0.1,Seafood,1996 Q4,1,9.6,241.92000000000002
San Cristóbal,Perth Pasties,0,70,0.1,Meat/Poultry,1996 Q4,1,26.2,1650.6000000000001
San Cristóbal,Gudbrandsdalsost,26,8,0.0,Dairy Products,1996 Q4,0,28.8,230.4
München,Tunnbröd,61,40,0.0,Grains/Cereals,1996 Q4,1,7.2,288.0
München,Flotemysost,26,60,0.0,Dairy Products,1996 Q4,1,17.2,1032.0
München,Mozzarella di Giovanni,14,21,0.0,Dairy Products,1996 Q4,0,27.8,583.8000000000001
Lisboa,Sir Rodney's Scones,3,10,0.15,Confections,1996 Q4,1,8.0,68.0
Lisboa,Manjimup Dried Apples,20,18,0.15,Produce,1996 Q4,1,42.4,648.7199999999999
Boise,Steeleye Stout,20,30,0.0,Beverages,1996 Q4,0,14.4,432.0
Boise,Pâté chinois,115,120,0.1,Meat/Poultry,1996 Q4,1,19.2,1800.0
Århus,Scottish Longbreads,6,60,0.0,Confections,1996 Q4,1,10.0,600.0
Århus,Flotemysost,26,30,0.0,Dairy Products,1996 Q4,0,17.2,516.0
Århus,Lakkalikööri,57,35,0.0,Beverages,1996 Q4,0,14.4,504.0
Århus,Original Frankfurter grüne Soße,32,14,0.0,Condiments,1996 Q4,1,10.4,145.6
London,Thüringer Rostbratwurst,0,21,0.0,Meat/Poultry,1997 Q1,0,55.0,1800.0
London,Steeleye Stout,20,35,0.0,Beverages,1997 Q1,0,14.4,504.0
London,Maxilaku,10,30,0.0,Confections,1997 Q1,0,16.0,480.0
Albuquerque,Nord-Ost Matjeshering,10,18,0.0,Seafood,1997 Q1,0,20.7,372.59999999999997
Albuquerque,Gnocchi di nonna Alice,21,70,0.0,Grains/Cereals,1997 Q1,0,30.4,1800.0
Albuquerque,Louisiana Fiery Hot Pepper Sauce,76,20,0.0,Condiments,1997 Q1,1,16.8,336.0
Albuquerque,Flotemysost,26,60,0.0,Dairy Products,1997 Q1,1,17.2,1032.0
Graz,Tunnbröd,61,60,0.0,Grains/Cereals,1997 Q1,1,7.2,432.0
Graz,Vegie-spread,24,65,0.0,Condiments,1997 Q1,0,35.1,1800.0
Graz,Pavlova,29,21,0.15,Confections,1997 Q1,1,13.9,248.115
Graz,Chocolade,15,70,0.15,Confections,1997 Q1,1,10.2,606.9
Bergamo,Gumbär Gummibärchen,15,30,0.05,Confections,1997 Q1,1,24.9,709.65
Bergamo,Singaporean Hokkien Fried Mee,26,40,0.05,Grains/Cereals,1997 Q1,1,11.2,425.59999999999997
Bergamo,Maxilaku,10,30,0.05,Confections,1997 Q1,1,16.0,456.0
I. de Margarita,Aniseed Syrup,13,50,0.0,Condiments,1997 Q1,1,8.0,400.0
Sao Paulo,Chai,39,10,0.0,Beverages,1997 Q1,1,14.4,144.0
Sao Paulo,Sir Rodney's Scones,3,30,0.1,Confections,1997 Q1,1,8.0,216.0
Sao Paulo,Rössle Sauerkraut,26,42,0.1,Produce,1997 Q1,1,36.4,1375.92
Sao Paulo,Inlagd Sill,112,5,0.1,Seafood,1997 Q1,1,15.2,68.4
Sao Paulo,Boston Crab Meat,123,2,0.1,Seafood,1997 Q1,0,14.7,38.6
Köln,Queso Cabrales,22,30,0.0,Dairy Products,1997 Q1,0,16.8,504.0
Köln,Gudbrandsdalsost,26,15,0.0,Dairy Products,1997 Q1,1,28.8,432.0
Köln,Flotemysost,26,15,0.0,Dairy Products,1997 Q1,1,17.2,258.0
Lille,Gravad lax,11,10,0.0,Seafood,1997 Q1,0,20.8,208.0
Lille,Tourtière,21,6,0.0,Meat/Poultry,1997 Q1,1,5.9,38.6
Lille,Tarte au sucre,17,35,0.0,Confections,1997 Q1,1,39.4,1379.0
Buenos Aires,Tofu,35,12,0.0,Produce,1997 Q1,0,18.6,223.20000000000002
Buenos Aires,Sir Rodney's Scones,3,12,0.0,Confections,1997 Q1,0,8.0,96.0
Tsawassen,Geitost,112,49,0.0,Dairy Products,1997 Q1,1,5.9,98.0
Tsawassen,Raclette Courdavault,79,16,0.0,Dairy Products,1997 Q1,0,44.0,704.0
Tsawassen,Jack's New England Clam Chowder,85,25,0.2,Seafood,1997 Q1,1,7.7,154.0
Tsawassen,Gula Malacca,27,40,0.2,Condiments,1997 Q1,1,15.5,496.0
Tsawassen,Raclette Courdavault,79,9,0.2,Dairy Products,1997 Q1,1,44.0,316.8
Oulu,Tofu,35,20,0.1,Produce,1997 Q1,1,18.6,334.8
Toulouse,Chai,39,24,0.0,Beverages,1997 Q1,1,14.4,345.6
Toulouse,Tarte au sucre,17,40,0.0,Confections,1997 Q1,0,39.4,1576.0
Toulouse,Lakkalikööri,57,14,0.0,Beverages,1997 Q1,1,14.4,201.6
Sao Paulo,Teatime Chocolate Biscuits,25,18,0.05,Confections,1997 Q1,1,7.3,124.83
Sao Paulo,Geitost,112,50,0.0,Dairy Products,1997 Q1,1,5.9,100.0
Elgin,Alice Mutton,0,2,0.0,Meat/Poultry,1997 Q1,1,31.2,62.4
Elgin,Geitost,112,20,0.0,Dairy Products,1997 Q1,1,5.9,40.0
Oulu,Teatime Chocolate Biscuits,25,20,0.0,Confections,1997 Q1,1,7.3,146.0
Oulu,Perth Pasties,0,10,0.0,Meat/Poultry,1997 Q1,0,26.2,262.0
Oulu,Ravioli Angelo,36,20,0.0,Grains/Cereals,1997 Q1,0,15.6,312.0
Kobenhavn,Côte de Blaye,17,50,0.0,Beverages,1997 Q1,1,55.0,1800.0
Kobenhavn,Spegesild,95,2,0.25,Seafood,1997 Q1,0,9.6,38.6
Kobenhavn,Scottish Longbreads,6,36,0.25,Confections,1997 Q1,1,10.0,270.0
Kobenhavn,Original Frankfurter grüne Soße,32,35,0.0,Condiments,1997 Q1,1,10.4,364.0
Cunewalde,Chang,17,60,0.0,Beverages,1997 Q1,1,15.2,912.0
Cunewalde,Zaanse koeken,36,55,0.0,Confections,1997 Q1,1,7.6,418.0
Cunewalde,Sirop d'érable,113,16,0.0,Condiments,1997 Q1,0,22.8,364.8
Cunewalde,Longlife Tofu,4,15,0.0,Produce,1997 Q1,0,8.0,120.0
Genève,Camembert Pierrot,19,60,0.05,Dairy Products,1997 Q1,1,27.2,1550.3999999999999
Genève,Gudbrandsdalsost,26,20,0.05,Dairy Products,1997 Q1,1,28.8,547.1999999999999
Resende,Mishi Kobe Niku,29,20,0.1,Meat/Poultry,1997 Q1,1,55.0,1396.8
Resende,Konbu,24,2,0.1,Seafood,1997 Q1,0,5.9,38.6
Resende,Outback Lager,15,8,0.1,Beverages,1997 Q1,0,12.0,86.4
Resende,Röd Kaviar,101,20,0.1,Seafood,1997 Q1,1,12.0,216.0
Rio de Janeiro,Teatime Chocolate Biscuits,25,4,0.15,Confections,1997 Q1,0,7.3,38.6
Rio de Janeiro,Gumbär Gummibärchen,15,30,0.0,Confections,1997 Q1,1,24.9,747.0
Rio de Janeiro,Perth Pasties,0,15,0.15,Meat/Poultry,1997 Q1,1,26.2,334.05
Rio de Janeiro,Original Frankfurter grüne Soße,32,10,0.15,Condiments,1997 Q1,1,10.4,88.39999999999999
Torino,Gumbär Gummibärchen,15,2,0.0,Confections,1997 Q1,1,24.9,49.8
Campinas,Gorgonzola Telino,0,14,0.0,Dairy Products,1997 Q1,0,10.0,140.0
Campinas,Raclette Courdavault,79,20,0.0,Dairy Products,1997 Q1,0,44.0,880.0
Montréal,Steeleye Stout,20,60,0.2,Beverages,1997 Q1,1,14.4,691.2
Montréal,Côte de Blaye,17,49,0.2,Beverages,1997 Q1,1,55.0,1800.0
Montréal,Scottish Longbreads,6,30,0.2,Confections,1997 Q1,1,10.0,240.0
Toulouse,Pâté chinois,115,10,0.25,Meat/Poultry,1997 Q1,1,19.2,144.0
Toulouse,Lakkalikööri,57,20,0.25,Beverages,1997 Q1,1,14.4,216.0
Barcelona,Gnocchi di nonna Alice,21,5,0.0,Grains/Cereals,1997 Q1,1,30.4,152.0
Barcelona,Wimmers gute Semmelknödel,22,7,0.0,Grains/Cereals,1997 Q1,0,26.6,186.20000000000002
Salzburg,Tofu,35,35,0.0,Produce,1997 Q1,0,18.6,651.0
Reggio Emilia,Spegesild,95,20,0.0,Seafood,1997 Q1,1,9.6,192.0
Cork,Valkoinen suklaa,65,40,0.0,Confections,1997 Q1,1,13.0,520.0
Cork,Vegie-spread,24,35,0.25,Condiments,1997 Q1,1,35.1,921.375
Graz,Alice Mutton,0,45,0.2,Meat/Poultry,1997 Q1,1,31.2,1123.2
Graz,Sir Rodney's Scones,3,50,0.0,Confections,1997 Q1,1,8.0,400.0
Graz,Gnocchi di nonna Alice,21,30,0.0,Grains/Cereals,1997 Q1,0,30.4,912.0
Graz,Raclette Courdavault,79,70,0.2,Dairy Products,1997 Q1,0,44.0,1800.0
Tsawassen,Alice Mutton,0,50,0.25,Meat/Poultry,1997 Q1,1,31.2,1170.0
Tsawassen,Boston Crab Meat,123,50,0.25,Seafood,1997 Q1,1,14.7,551.25
Tsawassen,Zaanse koeken,36,30,0.25,Confections,1997 Q1,1,7.6,171.0
Lander,Gumbär Gummibärchen,15,10,0.0,Confections,1997 Q1,0,24.9,249.0
Lander,Tourtière,21,40,0.0,Meat/Poultry,1997 Q1,1,5.9,236.0
Lisboa,Gnocchi di nonna Alice,21,28,0.0,Grains/Cereals,1997 Q1,0,30.4,851.1999999999999
Bräcke,Queso Cabrales,22,6,0.0,Dairy Products,1997 Q1,0,16.8,100.80000000000001
Bräcke,Lakkalikööri,57,18,0.15,Beverages,1997 Q1,1,14.4,220.32
London,Chang,17,10,0.0,Beverages,1997 Q1,1,15.2,152.0
London,Gustaf's Knäckebröd,104,12,0.0,Grains/Cereals,1997 Q1,1,16.8,201.60000000000002
London,Mozzarella di Giovanni,14,10,0.0,Dairy Products,1997 Q1,0,27.8,278.0
Strasbourg,Spegesild,95,5,0.0,Seafood,1997 Q1,0,9.6,48.0
Strasbourg,Gnocchi di nonna Alice,21,40,0.1,Grains/Cereals,1997 Q1,1,30.4,1094.4
Strasbourg,Wimmers gute Semmelknödel,22,30,0.1,Grains/Cereals,1997 Q1,1,26.6,718.2
Strasbourg,Rhönbräu Klosterbier,125,24,0.1,Beverages,1997 Q1,1,6.2,133.92000000000002
Oulu,Perth Pasties,0,15,0.0,Meat/Poultry,1997 Q1,1,26.2,393.0
Münster,Teatime Chocolate Biscuits,25,15,0.2,Confections,1997 Q1,1,7.3,87.60000000000001
Münster,Sasquatch Ale,111,20,0.2,Beverages,1997 Q1,1,11.2,179.20000000000002
Münster,Ravioli Angelo,36,15,0.2,Grains/Cereals,1997 Q1,1,15.6,187.20000000000002
Montréal,Queso Manchego La Pastora,86,15,0.0,Dairy Products,1997 Q1,1,30.4,456.0
Montréal,Pavlova,29,16,0.0,Confections,1997 Q1,1,13.9,222.4
Montréal,Wimmers gute Semmelknödel,22,6,0.0,Grains/Cereals,1997 Q1,0,26.6,159.60000000000002
Montréal,Longlife Tofu,4,30,0.0,Produce,1997 Q1,1,8.0,240.0
Boise,Chang,17,45,0.15,Beverages,1997 Q1,1,15.2,581.4
Boise,Pavlova,29,49,0.15,Confections,1997 Q1,1,13.9,578.9350000000001
Boise,Thüringer Rostbratwurst,0,24,0.15,Meat/Poultry,1997 Q1,0,55.0,1800.0
Boise,Sirop d'érable,113,90,0.15,Condiments,1997 Q1,1,22.8,1744.2
Anchorage,Schoggi Schokolade,49,50,0.0,Confections,1997 Q1,1,35.1,1755.0
Graz,Queso Cabrales,22,30,0.0,Dairy Products,1997 Q1,0,16.8,504.0
Graz,Tourtière,21,80,0.0,Meat/Poultry,1997 Q1,0,5.9,472.0
Graz,Louisiana Hot Spiced Okra,4,60,0.0,Condiments,1997 Q1,1,13.6,816.0
Reggio Emilia,Queso Cabrales,22,6,0.2,Dairy Products,1997 Q1,1,16.8,80.64000000000001
Reggio Emilia,Rössle Sauerkraut,26,12,0.0,Produce,1997 Q1,0,36.4,436.79999999999995
Luleå,Alice Mutton,0,10,0.0,Meat/Poultry,1997 Q1,1,31.2,312.0
Luleå,Gumbär Gummibärchen,15,15,0.0,Confections,1997 Q1,0,24.9,373.5
Luleå,Steeleye Stout,20,8,0.0,Beverages,1997 Q1,1,14.4,115.2
Luleå,Jack's New England Clam Chowder,85,30,0.0,Seafood,1997 Q1,1,7.7,231.0
Luleå,Chartreuse verte,69,6,0.0,Beverages,1997 Q1,0,14.4,86.4
Luleå,Tourtière,21,15,0.0,Meat/Poultry,1997 Q1,0,5.9,88.5
Münster,Teatime Chocolate Biscuits,25,12,0.1,Confections,1997 Q1,0,7.3,78.84
Münster,Guaraná Fantástica,20,20,0.1,Beverages,1997 Q1,1,5.9,64.8
Münster,Gorgonzola Telino,0,3,0.1,Dairy Products,1997 Q1,0,10.0,38.6
Münster,Filo Mix,38,15,0.1,Grains/Cereals,1997 Q1,0,5.9,75.60000000000001
Rio de Janeiro,Teatime Chocolate Biscuits,25,40,0.0,Confections,1997 Q1,1,7.3,292.0
Rio de Janeiro,Louisiana Fiery Hot Pepper Sauce,76,35,0.0,Condiments,1997 Q1,0,16.8,588.0
Rio de Janeiro,Flotemysost,26,2,0.0,Dairy Products,1997 Q1,1,17.2,38.6
Buenos Aires,Gumbär Gummibärchen,15,6,0.0,Confections,1997 Q1,0,24.9,149.39999999999998
Buenos Aires,Boston Crab Meat,123,20,0.0,Seafood,1997 Q1,0,14.7,294.0
Strasbourg,Ikura,31,14,0.0,Seafood,1997 Q1,0,24.8,347.2
Strasbourg,Filo Mix,38,20,0.0,Grains/Cereals,1997 Q1,0,5.9,112.0
Strasbourg,Tarte au sucre,17,35,0.0,Confections,1997 Q1,1,39.4,1379.0
Lyon,Ikura,31,20,0.2,Seafood,1997 Q1,1,24.8,396.8
Lyon,Tourtière,21,6,0.2,Meat/Poultry,1997 Q1,1,5.9,38.6
Cunewalde,Pâté chinois,115,120,0.1,Meat/Poultry,1997 Q1,1,19.2,1800.0
Cunewalde,Wimmers gute Semmelknödel,22,35,0.1,Grains/Cereals,1997 Q1,1,26.6,837.9
Cunewalde,Louisiana Fiery Hot Pepper Sauce,76,28,0.1,Condiments,1997 Q1,1,16.8,423.36
Cunewalde,Original Frankfurter grüne Soße,32,55,0.1,Condiments,1997 Q1,1,10.4,514.8000000000001
Boise,Rössle Sauerkraut,26,15,0.0,Produce,1997 Q1,1,36.4,546.0
Boise,Gula Malacca,27,100,0.05,Condiments,1997 Q1,1,15.5,1472.5
London,Chocolade,15,15,0.1,Confections,1997 Q1,1,10.2,137.70000000000002
London,Outback Lager,15,25,0.1,Beverages,1997 Q1,1,12.0,270.0
Toulouse,Pavlova,29,20,0.2,Confections,1997 Q1,1,13.9,222.4
Toulouse,Geitost,112,20,0.2,Dairy Products,1997 Q1,1,5.9,38.6
Toulouse,Spegesild,95,10,0.2,Seafood,1997 Q1,0,9.6,76.80000000000001
Oulu,Chartreuse verte,69,20,0.0,Beverages,1997 Q1,0,14.4,288.0
Oulu,Perth Pasties,0,50,0.0,Meat/Poultry,1997 Q1,1,26.2,1310.0
Oulu,Sirop d'érable,113,25,0.0,Condiments,1997 Q1,0,22.8,570.0
Oulu,Flotemysost,26,30,0.0,Dairy Products,1997 Q1,0,17.2,516.0
Brandenburg,Sir Rodney's Scones,3,40,0.15,Confections,1997 Q1,1,8.0,272.0
Brandenburg,Maxilaku,10,21,0.15,Confections,1997 Q1,1,16.0,285.59999999999997
Brandenburg,Raclette Courdavault,79,36,0.0,Dairy Products,1997 Q1,0,44.0,1584.0
Charleroi,Gumbär Gummibärchen,15,30,0.0,Confections,1997 Q1,1,24.9,747.0
Charleroi,Rössle Sauerkraut,26,30,0.0,Produce,1997 Q1,1,36.4,1092.0
Charleroi,Ipoh Coffee,17,20,0.0,Beverages,1997 Q1,0,36.8,736.0
Charleroi,Gnocchi di nonna Alice,21,15,0.0,Grains/Cereals,1997 Q1,1,30.4,456.0
Charleroi,Flotemysost,26,50,0.0,Dairy Products,1997 Q1,1,17.2,860.0
Lyon,Uncle Bob's Organic Dried Pears,15,16,0.05,Produce,1997 Q1,1,24.0,364.79999999999995
Lyon,Spegesild,95,20,0.05,Seafood,1997 Q1,1,9.6,182.39999999999998
Lyon,Mozzarella di Giovanni,14,40,0.0,Dairy Products,1997 Q1,0,27.8,1112.0
Bräcke,Scottish Longbreads,6,21,0.25,Confections,1997 Q1,1,10.0,157.5
Bräcke,Rhönbräu Klosterbier,125,4,0.25,Beverages,1997 Q1,0,6.2,38.6
Barquisimeto,Sir Rodney's Scones,3,40,0.25,Confections,1997 Q1,1,8.0,240.0
Barquisimeto,Nord-Ost Matjeshering,10,28,0.25,Seafood,1997 Q1,1,20.7,434.70000000000005
Barquisimeto,Pâté chinois,115,60,0.25,Meat/Poultry,1997 Q1,1,19.2,864.0
London,Konbu,24,1,0.0,Seafood,1997 Q1,0,5.9,38.6
London,Tunnbröd,61,21,0.0,Grains/Cereals,1997 Q1,0,7.2,151.20000000000002
Charleroi,Teatime Chocolate Biscuits,25,21,0.0,Confections,1997 Q1,1,7.3,153.29999999999998
Charleroi,Singaporean Hokkien Fried Mee,26,50,0.0,Grains/Cereals,1997 Q1,1,11.2,560.0
Lisboa,Chef Anton's Cajun Seasoning,53,16,0.2,Condiments,1997 Q1,1,17.6,225.28000000000003
Lisboa,Ipoh Coffee,17,3,0.0,Beverages,1997 Q1,1,36.8,110.39999999999999
Lisboa,Gnocchi di nonna Alice,21,30,0.2,Grains/Cereals,1997 Q1,1,30.4,729.6
Lisboa,Camembert Pierrot,19,20,0.0,Dairy Products,1997 Q1,1,27.2,544.0
Århus,Guaraná Fantástica,20,25,0.0,Beverages,1997 Q1,1,5.9,90.0
Århus,Thüringer Rostbratwurst,0,18,0.1,Meat/Poultry,1997 Q1,1,55.0,1603.8
Århus,Boston Crab Meat,123,20,0.0,Seafood,1997 Q1,0,14.7,294.0
Århus,Rogede sild,5,30,0.1,Seafood,1997 Q1,1,7.6,205.20000000000002
Århus,Valkoinen suklaa,65,25,0.0,Confections,1997 Q1,0,13.0,325.0
Sao Paulo,Queso Cabrales,22,10,0.0,Dairy Products,1997 Q1,0,16.8,168.0
